m/z,RT [min],Name,Tags,Formula,MS/MS Verified,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,Area (Max.),Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: CD_MassList_RP_V1,MS2,Reference Ion,Blank 01,Blank 02,QC 01 RP Pos,QC 02 RP Pos,Foston_In_1-A_Met_LC_RP_Pos(F3),Foston_In_1-B_Met_LC_RP_Pos(F4),Foston_In_1-C_Met_LC_RP_Pos(F5),Foston_In_1-D_Met_LC_RP_Pos(F6),Foston_In_1-E_Met_LC_RP_Pos(F7),Foston_In_1-F_Met_LC_RP_Pos(F8),Foston_In_1-G_Met_LC_RP_Pos(F9),Foston_In_1-H_Met_LC_RP_Pos(F10),Foston_In_1-I_Met_LC_RP_Pos(F11),Foston_In_1-J_Met_LC_RP_Pos(F12),Foston_In_1-K_Met_LC_RP_Pos(F13),Foston_In_1-L_Met_LC_RP_Pos(F14),Foston_In_4-A_Met_LC_RP_Pos(F15),Foston_In_4-B_Met_LC_RP_Pos(F16),Foston_In_4-C_Met_LC_RP_Pos(F17),Foston_In_4-D_Met_LC_RP_Pos(F18),Foston_In_4-E_Met_LC_RP_Pos(F19),Foston_In_4-F_Met_LC_RP_Pos(F20),Foston_In_4-G_Met_LC_RP_Pos(F21),Foston_In_4-H_Met_LC_RP_Pos(F22),Foston_In_4-I_Met_LC_RP_Pos(F23),Foston_In_4-J_Met_LC_RP_Pos(F24),Foston_In_4-K_Met_LC_RP_Pos(F25),Foston_In_4-L_Met_LC_RP_Pos(F26)
140.10681,6.452,mz_140.1068 RT_6.45,MS2 available,C8 H13 N O,,No results,No results,Partial match,Full match,-1.29,139.09953,7967846.272,Single match found,No matches found,DDA for preferred ion,[M+H]+1,6891.476105,6902.83904,8534.495303,8586.79108,3434945.356,3490995.746,3455785.597,3183140.852,3204038.509,2956345.7,3080659.373,3133630.66,2940886.382,2894077.728,2945675.069,3278809.873,3314767.747,2662578.128,2640535.13,3276390.698,3712995.522,3359138.391,3158802.551,7967846.272,3489156.837,3283169.955,3228621.464,3682583.816
141.05441,6.661,mz_141.0544 RT_6.66,MS2 available,,,No results,No results,Unused,Unused,,158.05768,1285062.237,Multiple matches found,Single match found,DDA for preferred ion,[M+H-H2O]+1,10335.55227,13689.2299,108044.6257,74189.65811,286270.1584,210771.4933,447913.1448,448663.4672,310367.9613,235113.9371,1161076.421,1056646.333,1071866.709,1285062.237,878405.3362,1007993.771,775127.3168,1020822.654,561605.7697,780700.0277,765847.0291,893164.4215,782851.1204,726101.6452,483299.775,895167.0908,920684.5676,807086.8288
141.05442,6.846,mz_141.0544 RT_6.85,MS2 available,C7 H10 O4,,No results,No results,Partial match,Full match,-1.34,158.0577,1813750.885,Multiple matches found,No matches found,DDA for preferred ion,[M+H-H2O]+1,16486.52467,15155.28401,108044.6257,54327.52676,996458.0134,783857.4207,795232.8533,580188.5916,823788.5401,670899.2987,1157162.739,790921.9102,976557.0088,1142570.703,1041628.602,1074226.212,1440796.948,1813750.885,962712.9024,714009.384,993157.9733,929411.9778,660372.9,633687.5506,395187.6694,602206.9476,988992.2101,849027.0681
142.54364,5.555,mz_142.5436 RT_5.56,MS2 available,,,No results,No results,No results,No results,,141.53637,884744.8075,No matches found,No matches found,DDA for preferred ion,[M+H]+1,9705.779086,9307.504278,71104.54233,69940.83491,816534.4333,849964.8847,884744.8075,601758.8648,596748.5799,498867.9602,474794.2522,547521.7964,504995.7509,560289.8851,437611.3127,528313.9223,527266.1008,649018.0261,489755.2614,696173.0341,709465.8983,623116.2009,669984.9999,680124.4236,550809.8511,539347.0327,601683.3639,623022.8303
143.03344,1.272,mz_143.0334 RT_1.27,MS2 available,,,No results,No results,Unused,Unused,,142.02623,5212295.092,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,10640.13288,10700.78514,5212295.092,4466076.88,406965.579,454009.052,494920.6286,392236.6081,463073.3028,245491.6984,884598.2199,591628.4838,461281.6705,449130.1657,535904.7214,461707.2291,755832.6048,545539.7631,702468.1342,469440.2174,786963.4956,374238.2351,459446.2702,234268.3893,253965.6562,523793.914,265624.0898,357621.1909
143.0335,1.403,mz_143.0335 RT_1.4,MS2 available,,,No results,No results,Unused,Unused,,160.03675,5212295.092,Multiple matches found,Single match found,DDA for other ion,[M+H-H2O]+1,9077.351843,8850.031684,5212295.092,4466076.88,147625.6277,454009.052,83723.95307,128558.9958,137344.333,245491.6984,380612.6661,591628.4838,153246.7553,121847.1139,535904.7214,98258.10263,74325.91366,545539.7631,702468.1342,469440.2174,90272.05304,79901.99519,459446.2702,89745.23549,253965.6562,178658.213,205147.0697,169629.6133
143.0618,0.964,mz_143.0618 RT_0.96,MS2 available,,,No results,No results,No results,No results,,142.05452,95441833.2,No matches found,No matches found,DDA for preferred ion,[M+H]+1,28761.57736,7574.756122,103633.1753,301681.2694,8576505.092,9578968.694,9152111.502,10229385.76,8964017.498,9513631.756,95441833.2,79559810.28,92014469.83,5511048.377,67950463.68,66946159.03,7369702.664,7079272.643,6262705.026,27980740.45,24802296.8,25552637.01,13485731.97,14512975.8,12668366.96,65608962.84,4433392.593,60106215.49
144.065,0.965,mz_144.065 RT_0.97,MS2 available,,,No results,No results,Unused,No results,,143.05756,783897805.8,No matches found,No matches found,DDA for preferred ion,[M+H]+1,3525449.153,2353283.408,783897805.8,760494937.1,8576505.092,9010461.064,9163971.421,167910900.2,8571763.99,9568312.796,95478151.47,79585133.46,92035807.77,61858585.2,67964287.72,66946159.03,7369702.664,7877976.785,6293240.966,34027013.42,25119503.48,25562420.73,13485731.97,14897894.74,12648312.8,65642496.15,68596215.23,186258772
144.06525,1.362,mz_144.0653 RT_1.36,MS2 available,C6 H9 N O3,,No results,No results,Full match,No results,-1.9,143.05797,24544400.42,No matches found,No matches found,DDA for preferred ion,[M+H]+1,8942.186096,9202.410308,259552.0828,1039149.591,492537.0411,701472.767,580930.7183,1632890.59,459730.1709,436734.0524,24201443.52,18144930.69,24544400.42,18421067.66,16035172.91,18215170.93,1072848.264,1245269.997,776963.4774,10733783.42,9167221.533,8967535.554,4428331.277,4498261.557,3500354.682,16777622.67,22638215.15,17879003.21
145.04907,0.98,mz_145.0491 RT_0.98,MS2 available,C6 H8 O4,,No results,No results,Partial match,Full match,-5.18,144.04151,7580421.618,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,88784.14141,25861.45617,2272612.848,2887152.285,2879416.704,3607661.482,3599531.112,4298046.434,5015579.503,4779764.131,6435585.498,6205412.379,7076478.843,6436061.275,7488879.333,7580421.618,3105220.544,3524878.47,2980515.482,3604179.472,2947505.331,3581337.439,1943446.761,2998358.865,2911268.897,6976444.336,7076976.359,7096095.985
146.11728,1.713,mz_146.1173 RT_1.71,MS2 available,,,No results,No results,Unused,Unused,,145.11,6638347.326,Multiple matches found,Single match found,DDA for preferred ion,[M+H]+1,12115.25167,13045.61312,14264.42681,14222.14043,6638347.326,6274533.368,5624694.362,3611361.057,3788159.158,5136303.183,2666859.994,1447724.804,2934282.562,111894.245,82353.67166,140982.3935,1341434.65,1630692.133,1243952.234,1319282.073,1222538.383,1103383.049,3295652.133,2908934.187,2366748.767,549276.8729,682869.1817,575296.7469
146.11729,2.068,mz_146.1173 RT_2.07,MS2 available,,,No results,No results,Unused,Unused,,145.11002,4282493.087,Multiple matches found,Single match found,DDA for preferred ion,[M+H]+1,11976.23291,12196.719,3877195.763,4282493.087,3550015.185,3371637.705,3349133.598,1040049.703,1187772.565,993229.0428,929282.9616,310339.9703,1114030.761,398972.8235,683022.0791,1040239.592,832027.713,1069066.408,798174.626,316340.361,374968.8499,284947.2048,343494.3048,196656.1364,191997.8283,693483.7689,1191821.304,818942.6176
147.08017,7.765,mz_147.0802 RT_7.77,MS2 available,C10 H12 O2,,Partial match,No results,Partial match,Full match,-1.51,164.08348,1973075.727,Multiple matches found,No matches found,DDA for preferred ion,[M+H-H2O]+1,7450.111459,7230.678174,17054.25548,8324.97552,1701507.969,1497725.612,1973075.727,1705491.385,1869333.333,1320580.435,1395728.401,1412251.607,1466959.889,1322299.787,1524778.844,1768698.794,352495.9598,725999.711,400287.3283,545620.8634,717667.7981,544275.2455,522072.1421,442148.0076,325680.7549,875540.4621,1547922.678,818508.0856
148.06015,1.532,mz_148.0602 RT_1.53,MS2 available,,,Unused,No results,Unused,Unused,,147.05288,6166397.773,Multiple matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,16673.61687,16168.64918,2395266.949,2709033.607,6166397.773,1749393.437,4782585.18,3063538.024,2217232.915,2301131.458,2505756.892,1915520.344,2300292.919,752583.2324,794476.207,650627.681,4486508.957,5705005.011,4466463.9,3531977.309,3007004.963,3308160.481,2017240.879,1785065.008,1252327.689,2083137.198,2633577.835,1857914.107
148.09602,1.016,mz_148.096 RT_1.02,MS2 available,,,No results,No results,Unused,No results,,147.08875,309282093.2,No matches found,No matches found,DDA for preferred ion,[M+H]+1,9544.043114,9070.879845,168508.0471,163879.2313,275149084,281272182.6,309282093.2,27381172.74,25954768.33,33628611.3,2321410.856,1782736.683,1860035.943,836147.1588,424332.6827,529724.6544,660706.5147,655984.6746,651448.0295,1109524.863,999581.9066,1045535.429,649480.0394,653914.7233,689653.3245,1109699.641,990738.4762,965930.8342
148.09623,1.274,mz_148.0962 RT_1.27,MS2 available,,,No results,No results,Unused,No results,,147.08896,198952922.7,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6703.599606,6741.81233,117275.0381,100869.5409,198952922.7,168862700.9,151398777,18905639.33,22089588.67,21024940.21,1165539.239,1465132.894,1389645.936,99044.50066,170364.2975,153533.4661,180321.33,147758.6645,166873.9176,542217.7021,566081.3394,429178.9258,408554.83,378017.794,342555.8356,393103.6845,421428.6112,443690.8854
149.02307,8.616,mz_149.0231 RT_8.62,MS2 available,,,Invalid mass,No results,No results,No results,,148.0158,12344189.49,No matches found,No matches found,DDA for preferred ion,[M+H]+1,1765006.451,2181359.372,2513348.111,2700710.521,2845967.621,1649423.699,2307513.482,2605190.049,4063199.207,2722569.687,2739568.958,2290747.722,3046475.662,4517484.954,2622614.457,3157518.031,6940981.193,2544012.683,7125729.592,5967587.488,5718077.201,2745564.028,2673287.938,3046142.325,2588406.016,6585075.807,12344189.49,7049845.864
149.0446,6.06,mz_149.0446 RT_6.06,MS2 available,,,No results,No results,Unused,Unused,,166.04788,1384491.605,Multiple matches found,No matches found,DDA for other ion,[M+H-H2O]+1,124931.8241,163171.407,1384491.605,1088591.729,288440.9041,284193.1819,286292.8148,455788.8904,243055.0696,330919.2183,419141.2699,405518.4104,377992.8997,372080.7763,268570.2182,448635.0425,589368.5024,962255.0287,535901.022,541307.2157,621448.839,487584.3094,469679.7717,298411.5335,386476.1841,519100.5161,636296.899,543962.0141
150.05775,1.275,mz_150.0578 RT_1.28,MS2 available,,,No results,No results,Unused,No results,,132.02394,545255791.3,No matches found,No matches found,DDA for preferred ion,[M+NH4]+1,65258.48672,115279.0791,545255791.3,370005007.6,3987288.167,3108943.342,2733813.443,12959654.87,18986751.59,14815990.1,1949009.612,2014301.082,2227434.112,20505316.63,19344946.47,22673170.29,9800946.395,8966486.291,9413824.994,2399125.04,2608380.801,2390528.892,2044151.928,1542033.101,1320632.296,2454025.751,2968713.922,2379246.004
150.05777,1.023,mz_150.0578 RT_1.02,MS2 available,,,No results,No results,Unused,No results,,132.02398,1845735741,No matches found,No matches found,DDA for preferred ion,[M+NH4]+1,384107.4178,725108.2701,1845735741,1782001907,8153726.397,8347597.178,7926569.095,29861851.17,36906999.2,37200029.8,6533481.733,4602158.271,4791673.485,58250752.17,45920234.37,50154019.12,15736634.12,15366209.59,18555381.56,5406477.406,4493233.726,4915839.792,4214833.14,3113834.56,2718463.669,6449999.726,6745324.512,5635944.888
150.05793,1.506,mz_150.0579 RT_1.51,MS2 available,C5 H8 O2 S,,No results,No results,Full match,No results,-2.83,132.02413,8063955.993,No matches found,No matches found,DDA for preferred ion,[M+NH4]+1,11751.42258,115279.0791,8063955.993,7771089.993,6153204.506,5263003.901,4782585.18,3063538.024,3827616.764,2281526.797,2505756.892,1912375.898,2300292.919,1012543.085,794476.207,687063.0556,4494338.694,5698999.667,4480834.506,3531977.309,3045945.662,3314224.667,2037662.314,1785065.008,1252327.689,2100888.881,2625192.907,1919033.316
151.03474,0.812,mz_151.0347 RT_0.81,MS2 available,,,No results,No results,No results,No results,,168.03802,115989236.8,No matches found,No matches found,DDA for other ion,[M+H-H2O]+1,577718.7787,353544.6481,710697.8341,661147.6034,30829671.32,26014290.01,31322854.61,25685601.17,28039359.4,23973965.78,32367750.18,33163095.46,36489961.42,32596296.32,38344394,34875116.47,98576425.46,55026400.69,56457666.45,76118379.97,69935090.05,78606702.37,115989236.8,109207797.3,105240951.3,36696877.95,40184207.37,49450001.23
151.09623,11.061,mz_151.0962 RT_11.06,MS2 available,,,No results,No results,No results,No results,,150.08896,3528338.664,No matches found,No matches found,DDA for preferred ion,[M+H]+1,335772.0138,168127.516,142186.6973,377389.3195,2977867.058,2900956.138,3281600.936,3124730.441,3307244.492,2694391.541,3237423.603,3379535.138,2521056.764,2934321.952,3403286.477,3512404.535,2694036.78,2405156.061,2223191.853,2636915.541,3144932.925,2861708.21,2982962.112,2928336.327,3279167.547,3192709.813,2720408.137,3528338.664
154.1334,0.873,mz_154.1334 RT_0.87,MS2 available,,,Unused,No results,No results,No results,,153.12617,3768215.151,No matches found,No matches found,DDA for other ion,[M+H]+1,14458.39669,14301.03326,159219.2176,240979.6472,3569057.022,3507768.864,3624916.901,3067666.8,3768215.151,3363219.288,1525644.547,1380737.415,1719373.167,2265762.651,1794505.536,1832102.766,535159.8125,741385.1818,387157.021,2537781.61,2509490.557,2414447.834,1081235.95,1131245.302,849433.5764,1344447.906,1613600.76,1243786.792
157.08328,2.093,mz_157.0833 RT_2.09,MS2 available,C6 H14 O3,,No results,No results,Full match,No results,-1.67,134.09407,3567510.633,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,220283.8375,100076.1315,419712.6151,673175.947,2801968.664,2048783.733,2243023.52,3079856.767,2495691.776,2374255.391,2003775.296,2488726.657,3170478.463,2814158.037,2091956.011,2669910.368,1949343.581,2097034.507,3106888.012,3038962.872,2870993.823,2291937.219,3567510.633,3138394.006,2554248.35,2943219.332,2568498.544,2947190.123
157.09654,0.983,mz_157.0965 RT_0.98,MS2 available,C7 H14 N2 O3,,No results,No results,Partial match,Full match,-3.51,174.09983,19497509.61,Multiple matches found,No matches found,DDA for preferred ion,[M+H-H2O]+1,6435.61176,6368.580334,83723.11002,85984.96335,1295020.196,1239625.016,1421470.145,5141996.915,5694059.773,5013059.803,9888095.218,9172513.47,10572802.97,18691560.07,17914653.39,19497070.63,5581815.922,5652967.242,4978515.06,14864648.62,14431562.44,15150931.44,8582168.499,9209192.649,7971060.26,15935397.62,19497509.61,15312724.97
157.09655,0.989,mz_157.0966 RT_0.99,MS2 available,,,No results,No results,No results,No results,,156.08927,19497509.61,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6456.447142,6389.198701,83994.16475,86263.34086,1295020.196,1239625.016,1421470.145,5141996.915,5694059.773,5013059.803,9888095.218,9172513.47,10572802.97,18691560.07,17914653.39,19497070.63,5581815.922,5652967.242,4978515.06,14864648.62,14431562.44,15150931.44,8582168.499,9209192.649,7971060.26,15935397.62,19497509.61,15312724.97
157.0967,1.268,mz_157.0967 RT_1.27,MS2 available,,,No results,No results,Unused,Unused,,174.10002,734348.4047,Multiple matches found,No matches found,No MS2,[M+H-H2O]+1,6398.763906,6435.238966,111942.1393,96282.65641,31419.56816,13688.59254,31605.05418,177223.238,184714.6997,203641.0686,144932.5196,290820.501,363430.826,646277.6146,552320.6712,734348.4047,134590.2057,153973.889,149072.4875,492336.307,441178.8003,420060.4645,259449.9268,302489.7516,212386.2068,580524.1144,537350.5745,557537.2503
157.12205,6.401,mz_157.1221 RT_6.4,MS2 available,,,No results,No results,Unused,No results,,174.12534,7082391.395,No matches found,No matches found,DDA for other ion,[M+H-H2O]+1,95786.68701,128780.1773,206351.6491,113669.05,437919.6499,337838.6193,497567.4613,442626.9315,556801.6078,447770.9766,2563938.19,3055666.297,3614540.145,6290432.866,4754213.59,7082391.395,2563681.764,4087802.979,3429193.846,2050412.413,4792138.51,2272207.994,2634434.735,3307854.658,2664900.897,5073879.562,3732114.256,4020039.436
157.12205,6.403,mz_157.1221 RT_6.4,MS2 available,C9 H16 O2,,No results,No results,Partial match,Full match,-1.54,156.11479,7082391.395,Single match found,No matches found,DDA for preferred ion,[M+H]+1,74848.04493,143087.6753,206351.6491,218690.7437,437919.6499,337838.6193,497567.4613,442626.9315,556801.6078,447770.9766,2563938.19,3055666.297,3614540.145,6290432.866,4754213.59,7082391.395,2563681.764,4087802.979,3429193.846,2050412.413,4792138.51,2272207.994,2779589.659,3307854.658,2664900.897,5073879.562,3732114.256,4020039.436
158.04414,1.004,mz_158.0441 RT_1,MS2 available,C6 H7 N O4,,No results,No results,Partial match,Full match,-4.04,157.03687,53729872.71,Single match found,No matches found,DDA for preferred ion,[M+H]+1,7081.954755,8403.816173,156116.1294,151827.7122,102085.6993,111024.9686,96470.02488,94575.17808,137821.0339,102202.3164,25825639.52,8248787.827,21089955.19,53729872.71,39403204.76,43729616.6,51660.31484,125185.6257,99671.73266,155064.3973,247612.3341,89986.65237,160349.825,84198.50407,72559.16599,36383066.65,53504050.34,25853529.91
159.06491,5.152,mz_159.0649 RT_5.15,MS2 available,,,No results,No results,Unused,Unused,,158.05765,1245802.583,Multiple matches found,Single match found,DDA for preferred ion,[M+H]+1,8389.408528,8257.742184,44887.88272,36558.52621,44918.24155,62722.36618,50931.74007,473744.5155,607282.3192,359200.0284,44421.1633,49849.58023,37199.28303,331663.3124,255422.5433,325973.9626,912713.3383,1245802.583,833544.1953,491798.8207,468570.1124,407791.3037,589140.2884,529020.3414,390283.3909,341499.5423,270798.4233,242277.8407
159.07567,0.958,mz_159.0757 RT_0.96,MS2 available,,,No results,No results,Unused,Unused,,158.06839,981180372.4,Single match found,No matches found,DDA for preferred ion,[M+H]+1,296061.6823,8546.876167,122965.0579,134629.988,392663067,395432185.2,427367100.3,859627332.5,981180372.4,787697927.1,386758422.2,329985599.1,358011098.5,568214567.8,453948305.6,522137611,917280139.7,955126089.1,800622438.7,899364543.4,836327431.8,884908218,690400644.4,638284244.6,555110251.5,449618190.2,519587235.6,504088549.8
159.07614,1.234,mz_159.0761 RT_1.23,MS2 available,,,No results,No results,Unused,Unused,,158.06887,4664178.578,Single match found,No matches found,DDA for other ion,[M+H]+1,7369.960304,7137.940986,11192.41157,11152.1538,951523.8723,1163730.332,1536456.276,2387937.179,1662341.416,2117012.534,1173774.763,837871.9615,997817.6354,1660896.791,1364792.885,1434659.677,2171946.032,4664178.578,1792582.114,2318453.142,3171020.756,2080588.405,1588532.47,1272211.311,1090880.717,1109363.37,843687.3931,1035479.142
159.07616,1.317,mz_159.0762 RT_1.32,MS2 available,,,Unused,No results,Unused,Unused,,141.04234,2665639.755,Multiple matches found,No matches found,DDA for other ion,[M+NH4]+1,8254.334489,8315.391288,96302.1236,81885.91266,487597.1412,237005.6443,279903.6544,1071427.017,1662341.416,1352226.863,394848.1099,430048.0993,568027.5593,1029811.181,895539.0709,955100.4899,2665639.755,1528031.908,1289135.716,1740445.619,930468.5347,1159227.655,324330.5124,670323.9185,591094.8796,354009.6803,843687.3931,1035479.142
160.05974,0.984,mz_160.0597 RT_0.98,MS2 available,C6 H9 N O4,,No results,No results,Partial match,Full match,-4.08,159.05251,57501088.53,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,5976.68906,5914.437637,77752.82512,79853.38596,115029.2085,76393.40069,122075.6204,197965.6636,145612.2647,137274.4784,57501088.53,42064308.44,53606871.05,44107443.85,42242930.93,45501111.91,316815.8011,212709.7311,131739.1071,40481391.68,33949670.39,30294099.8,4665682.357,5717319.717,5179616.075,39855991.33,44346126.1,38973430.22
161.12792,0.853,mz_161.1279 RT_0.85,MS2 available,C7 H16 N2 O2,,No results,No results,Partial match,Full match,-3.34,160.12064,3038512.92,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,8874.982489,8778.38826,11257.10011,8942.003856,1558246.441,1424069.558,1761482.691,1886283.54,1942287.493,1675555.781,1263970.188,1191446.552,1221589.325,1474871.162,773516.8796,896769.2681,2384041.897,3038512.92,2413587.425,1293551.335,1516809.768,1311990.616,572251.1685,513898.4575,435995.3978,747770.2022,1085327.467,810109.7877
162.07561,1.265,mz_162.0756 RT_1.27,MS2 available,C6 H8 O4,,No results,No results,Partial match,Full match,-3.25,144.04179,3543723.578,Multiple matches found,No matches found,DDA for preferred ion,[M+NH4]+1,8159.02314,8205.532257,190408.6207,122769.4025,1288646.068,1095054.618,862610.5246,379295.7521,474443.2729,296577.0764,2163763.672,168900.0573,3543723.578,1440297.021,1239323.168,1354234.162,386840.8926,358808.7069,313616.9985,548905.0473,399845.2477,520548.8069,298305.8289,283490.8621,265245.4473,1177083.539,1382358.352,1215573.525
163.07505,10.244,mz_163.0751 RT_10.24,MS2 available,,,No results,No results,Unused,Unused,,162.06777,1564164.112,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,364951.5367,440789.1469,433242.3513,570441.8422,609275.1652,631348.4566,575718.6749,463284.1131,1014014.09,558241.8513,548030.2651,501417.7493,573774.6772,499079.0189,450969.0491,1564164.112,605911.969,533076.1103,489833.6846,532146.6631,518376.2584,494713.5819,1354483.73,539055.211,552971.8677,537559.2936,590942.2512,519261.2327
163.07505,7.663,mz_163.0751 RT_7.66,MS2 available,,,No results,No results,Unused,Unused,,162.06777,1404635.739,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,206844.6959,162872.3704,265830.0285,335341.1549,1196559.982,1080485.198,1095910.886,1404635.739,1067794.884,1259817.294,620308.77,1039812.462,875556.3281,815657.587,558612.6056,1202918.003,841880.1122,318779.1771,894760.6248,855062.939,607352.8392,617039.3713,1079387.122,652990.6065,750003.4709,715727.8061,1115443.113,749095.5378
163.07505,7.783,mz_163.0751 RT_7.78,MS2 available,C10 H10 O2,,No results,No results,Partial match,Full match,-1.87,162.06778,1562138.061,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,217824.583,165310.5723,546359.3503,301175.7686,1250239.958,1155351.601,1361218.543,1380723.242,1067794.884,1562138.061,937836.0417,1175419.15,1283943.46,1054140.594,770204.6254,1166810.693,882421.7345,340432.2544,1086700.111,861078.0907,1009920.951,686232.3875,1066007.083,836952.1514,771612.6552,860029.6873,1191404.432,1109592.787
163.07508,10.313,mz_163.0751 RT_10.31,MS2 available,,,No results,No results,Unused,Unused,,162.0678,1334954.705,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,415557.6291,431848.2484,572180.915,572828.9657,779372.1852,541087.943,746931.3185,540031.2457,1334954.705,734758.4786,746451.1401,560325.7164,642251.1856,1299703.207,1115157.344,672397.7642,768619.3864,652331.1689,609259.7946,790819.8579,740114.7435,1295129.438,826848.3743,620591.7916,480293.7532,563416.7174,749860.705,1025029.279
163.07514,7.672,mz_163.0751 RT_7.67,MS2 available,,,No results,No results,Unused,Unused,,180.07844,1404635.739,Single match found,No matches found,DDA for other ion,[M+H-H2O]+1,206844.6959,162872.3704,265830.0285,335341.1549,1196559.982,1080485.198,1095910.886,1404635.739,1067794.884,1259817.294,620308.77,1039812.462,875556.3281,815657.587,558612.6056,1202918.003,841880.1122,318779.1771,894760.6248,855062.939,607352.8392,617039.3713,1079387.122,652990.6065,750003.4709,715727.8061,1115443.113,749095.5378
166.08582,1.528,mz_166.0858 RT_1.53,MS2 available,,,No results,No results,Unused,Unused,,148.052,264948358.1,Multiple matches found,No matches found,DDA for preferred ion,[M+NH4]+1,11754.64768,11398.6531,5892291.593,6499880.841,170527032.4,150776885.6,149974234.2,60973260.92,48085089.64,53331277.17,142710752.1,104928994.7,124119674.1,93418161.13,106258927.3,98431801,16040077.96,17007058.17,19719298.52,162203317.7,178985668.6,149145577.4,55200203.04,52968053.98,37294835.05,205136783.1,264948358.1,189381277.9
167.07006,5.594,mz_167.0701 RT_5.59,MS2 available,,,Unused,No results,Unused,Unused,,184.07335,1515660.585,Multiple matches found,No matches found,DDA for other ion,[M+H-H2O]+1,8055.510535,16538.08782,364407.3203,418950.1104,923078.5606,653346.0178,772028.6933,1333870.688,1496784.549,1515660.585,42481.21729,8615.543229,76427.79983,8822.755332,81937.0371,35963.64118,45514.57989,83789.42169,73518.87086,19360.67928,150640.1918,45855.90381,116510.5002,8733.11388,34359.6432,25718.15309,105192.6428,38300.58568
169.08567,4.616,mz_169.0857 RT_4.62,MS2 available,C9 H12 O3,,No results,No results,Partial match,Full match,-1.46,168.0784,4673433.258,Single match found,No matches found,DDA for preferred ion,[M+H]+1,702434.4659,936761.2185,4673433.258,4368566.186,1532987.537,1083891.669,1337978.676,1381464.53,2940182.993,1335076.109,1299279.867,1603365.495,1244093.374,1700806.755,1171737.908,1128734.459,1238455.888,1108242.824,1150900.426,1624624.885,1092283.061,1123659.46,1181155.952,1178936.673,1264979.4,1212818.743,1191977.158,1182510.045
169.08568,5.293,mz_169.0857 RT_5.29,MS2 available,C9 H12 O3,,No results,No results,Partial match,Full match,-1.41,168.07841,12230426.78,Single match found,No matches found,DDA for preferred ion,[M+H]+1,3861597.844,2610550.532,10056353.14,12230426.78,3848683.864,4086606.784,3859018.124,2290422.187,3606705.77,5242294.938,3321538.92,5384685.085,2628711.859,3255405.55,2193976.62,3296257.107,3169566.13,2633938.827,2030571.873,3419762.556,2982560.333,2357416.386,3895128.549,1442415.531,2262769.987,2063389.679,1786671.537,1899133.135
171.02826,1.216,mz_171.0283 RT_1.22,MS2 available,,,No results,No results,Unused,Unused,,188.03156,3399196.885,Multiple matches found,No matches found,DDA for other ion,[M+H-H2O]+1,6041.439332,5798.375826,1522233.414,2502043.72,1514450.629,1487121.29,830925.4036,1277780.543,1277664.97,1158202.231,993724.4671,240009.3759,2140340.5,1233727.489,1128260.524,1302533.984,3356770.878,2847713.218,3399196.885,1552238.135,1562593.306,1417507.352,1727572.176,1287107.887,1118036.507,671529.6779,934635.2516,575841.1988
171.06251,2.34,mz_171.0625 RT_2.34,MS2 available,,,No results,No results,Unused,Unused,,148.07331,3504259.28,Multiple matches found,Multiple matches found,DDA for other ion,[M+Na]+1,25678.05939,22296.62719,2844962.576,3504259.28,362878.5028,258411.9813,545392.7851,222688.9062,167618.8091,288263.6132,20152.98706,19636.31389,20486.9943,22273.21817,21877.78837,21434.41257,19682.17576,20145.27027,20002.67806,23144.48495,24212.20165,24032.64419,20459.2858,20879.84674,20526.15256,23864.67269,29195.17571,22976.62918
171.06494,3.641,mz_171.0649 RT_3.64,MS2 available,C8 H10 O4,,No results,No results,Partial match,Full match,-1.38,170.05767,22319212.18,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,30010.93849,29902.48154,600522.5531,521986.2673,15827159.88,20828735.19,16976321.16,21726312.17,22319212.18,22242074.13,19739.9719,66906.58596,32202.77602,32018.47069,32478.65367,82702.33986,30719.04351,31491.03933,30528.60785,31675.42347,32418.67345,31914.4969,32111.39724,30881.03057,31020.51083,31856.44743,32477.70867,31876.91551
